english	german	russian
French_language	Französische_Sprache	Французский_язык
	Bärenfels	
Flip_book	Daumenkino	Кинеограф
TU_Dresden	Technische_Universität_Dresden	Дрезденский_технический_университет
Fimleikafélag_Hafnarfjarðar	FH_Hafnarfjörður	Хабнарфьордюр_(футбольный_клуб)
Club_of_Rome	Club_of_Rome	Римский_клуб
Moritz_Hauptmann	Moritz_Hauptmann	Гауптман,_Мориц
Lu_Hao_(born_1967)	Lu_Hao_(Politiker,_1967)	Лу_Хао_(1967)
Meiningen	Meiningen	Майнинген
Austrian_Empire	Kaisertum_Österreich	Австрийская_империя
Democracy	Demokratie	Демократия
Stiletto	Stilett	Стилет
Marek_Kaljumäe	Marek_Kaljumäe	Кальюмяэ,_Марек
United_Kingdom	Vereinigtes_Königreich	Великобритания
South_Tyrol	Südtirol	Больцано_(провинция)
March_7	7._März	7_марта
	Dopingtest	
G1811_Huanghua–Shijiazhuang_Expressway	Autobahn_Huanghua–Shijiazhuang	
Liberty_Township,_Clinton_County,_Iowa	Liberty_Township_(Clinton_County,_Iowa)	
Saving_Private_Ryan	Der_Soldat_James_Ryan	Спасти_рядового_Райана
Chartres_Cathedral	Kathedrale_von_Chartres	Шартрский_собор
Karlis_Ozols	Karlis_Ozols	Озолс,_Карлис_(шахматист)
Hanoverian_horse	Hannoveraner_(Pferd)	Ганноверская_лошадь
Eintracht_Wetzlar	Eintracht_Wetzlar	
	Funktionär	
1993	1993	1993_год
Alliance_of_Independents	Landesring_der_Unabhängigen	Альянс_независимых_(Швейцария)
	Paul_Sinkwitz	
Vandals	Vandalen	Вандалы
ISO/IEC_7810	ISO/IEC_7810	ISO/IEC_7810
	Reichsgerichtsrat	
1986–87_Czechoslovak_Extraliga_season	1._Liga_(Tschechoslowakei)_1986/87	
North–South_connection	Brüsseler_Nord-Süd-Verbindungsbahn	
European_route_E55	Europastraße_55	Европейский_маршрут_E55
Eucalyptus	Eukalypten	Эвкалипт
Adidas	Adidas	Adidas
Latimeria	Latimeria	Латимерии
Watermill	Wassermühle	Водяная_мельница
Eurovision_Song_Contest_2003	Eurovision_Song_Contest_2003	Евровидение-2003
Chinese_calligraphy	Chinesische_Kalligrafie	
Galway	Galway	Голуэй
Sorbs	Sorben	Лужичане
Kaliningrad_Oblast	Oblast_Kaliningrad	Калининградская_область
1851	1851	1851_год
Movie_Park_Germany	Movie_Park_Germany	
Lieutenant_governor	Vizegouverneur	Вице-губернатор
Salzburg	Salzburg	Зальцбург
Politician	Politiker	Политик
June_6	6._Juni	6_июня
Stadium	Stadion	Стадион
	Friedrich_Ludwig_Haarmann	
Connecticut	Connecticut	Коннектикут
	Greve_(Fluss)	
1724	1724	1724_год
	Amt_Grünhain	
Welton_Township,_Clinton_County,_Iowa	Welton_Township	
	Begleitgesang	Бэк-вокал
Songs_from_the_Underground	Songs_from_the_Underground	Songs_from_the_Underground
Emperor_Tenji	Tenji	Император_Тэндзи
Pleistocene	Pleistozän	Плейстоцен
Great_Kills_Park	Great_Kills_Park	
Andriy_Zholdak	Andrij_Scholdak	Жолдак,_Андрей_Валерьевич
3D_film	3D-Film	Стереокинематограф
Movie_theater	Kino	Кинотеатр
Kicker_(sports_magazine)	Kicker_(Sportmagazin)	Kicker
Nord_(French_department)	Département_Nord	Нор_(департамент)
Changchun	Changchun	Чанчунь
Rennes	Rennes	Рен
Wire_(band)	Wire_(Band)	Wire
Allied_Forces_Baltic_Approaches	Allied_Command_Baltic_Approaches	
FC_Politehnica_Timișoara	FC_Politehnica_Timișoara	Тимишоара_(футбольный_клуб)
Gardone_Riviera	Gardone_Riviera	Гардоне-Ривьера
	Schweizerisches_Ostinstitut	
Ligugé_Abbey	Abtei_Saint-Martin_de_Ligugé	
Corrosion_of_Conformity	Corrosion_of_Conformity	Corrosion_of_Conformity
Reichstag_(German_Empire)	Reichstag_(Deutsches_Kaiserreich)	Рейхстаг_(Германская_империя)
Kapuzinerberg	Kapuzinerberg	
	Tagebau_Zipsendorf	
In-phase_and_quadrature_components	I&Q-Verfahren	Синфазная_и_квадратурная_составляющие_сигнала
Canton_of_Obwalden	Kanton_Obwalden	Обвальден
Giuseppe_Vicino	Giuseppe_Vicino	
Sasanian_Empire	Sassanidenreich	Государство_Сасанидов
Thoroughfare	Verkehrsweg	
Lanzhou	Lanzhou	Ланьчжоу
Quintal	Zentner	Центнер
Gioachino_Rossini	Gioachino_Rossini	Россини,_Джоаккино
FK_Austria_Wien	FK_Austria_Wien	Аустрия_(футбольный_клуб,_Вена)
	Kloster_Neuwerk_(Halle)	
	Brossen	
Estonia	Estland	Эстония
	Wolfgang_Lohmann_(Polizist)	
Görres_Society	Görres-Gesellschaft	
Bularchus	Bularchos	
Colonsay	Colonsay	Колонсей
Writer	Schriftsteller	Писатель
Tattoo	Tätowierung	Татуировка
	Georg_Hüffer	
	Gottschalk_von_Aachen	
Nippes,_Cologne	Köln-Nippes_(Stadtbezirk)	
Physical_geography	Physische_Geographie	Физическая_география
Marcin_Matkowski	Marcin_Matkowski	Матковский,_Марцин
Poultry	Geflügel	Домашние_птицы
Orikhiv	Orichiw	Орехов_(город)
List_of_Remarkable_Gardens_of_France	Jardin_remarquable	
Danube	Donau	Дунай
Type_(biology)	Typus_(Nomenklatur)	Номенклатурный_тип
Diary_of_the_Dead	Diary_of_the_Dead	Дневники_мертвецов
Bed_and_breakfast	Fremdenzimmer	Bed_and_breakfast
	Sozialdemokratische_Fraktion_der_Bundesversammlung	
Antonín_Dvořák	Antonín_Dvořák	Дворжак,_Антонин
Ricardo_Montalbán	Ricardo_Montalbán	Монтальбан,_Рикардо
A&M_Records	A&M_Records	A&M_Records
	Remscheider_Bergland	
	Breesen_(Starkenberg)	
Stade_Malherbe_Caen	SM_Caen	Кан_(футбольный_клуб)
ΔT	Delta_T	Дельта_T
Menahem_Pressler	Menahem_Pressler	
Mariusz_Fyrstenberg	Mariusz_Fyrstenberg	Фирстенберг,_Мариуш
Czarnowąsy	Czarnowanz	
Arbors_Records	Arbors_Records	
July_15	15._Juli	15_июля
1970_UCI_Road_World_Championships	UCI-Straßen-Weltmeisterschaften_1970	Чемпионат_мира_по_шоссейным_велогонкам_1970
Hebrew_University_of_Jerusalem	Hebräische_Universität_Jerusalem	Еврейский_университет_в_Иерусалиме
Tränenpalast	Tränenpalast	
June_18	18._Juni	18_июня
Macedonius_II_of_Constantinople	Makedonios_II._(Patriarch)	Македоний_II
Mission:_Impossible_(film)	Mission:_Impossible_(Film)	Миссия_невыполнима_(фильм)
The_Times	The_Times	The_Times
Nerio	Nerio	Нерио_(богиня)
Leaf_River_Township,_Ogle_County,_Illinois	Leaf_River_Township_(Illinois)	
Direct_current	Gleichstrom	Постоянный_ток
Greater_Poland	Großpolen	Великая_Польша
ITF_Women's_Circuit	ITF_Women’s_World_Tennis_Tour	Цикл_женских_турниров_ITF
Digital_signal_processor	Digitaler_Signalprozessor	Цифровой_сигнальный_процессор
	Société_Générale_de_Transport_Maritimes	
	Waltersdorf_(Meuselwitz)	
Academy_of_Fine_Arts,_Munich	Akademie_der_Bildenden_Künste_München	Мюнхенская_академия_художеств
John_Forbes_Royle	John_Forbes_Royle	Ройл,_Джон_Форбс
Prince_Augustus_of_Prussia	August_von_Preußen_(1779–1843)	Август_Прусский
	Park_Place_Tower	
Munich	München	Мюнхен
	Burgring	
Woman_in_Gold_(film)	Die_Frau_in_Gold_(2015)	Женщина_в_золоте
Basel	Basel	Базель
	Niederwiera	
Franco-Prussian_War	Deutsch-Französischer_Krieg	Франко-прусская_война
Amália_Rodrigues	Amália_Rodrigues	Родригеш,_Амалия
Minimum_wage	Mindestlohn	Минимальный_размер_оплаты_труда
Leer	Leer_(Ostfriesland)	Лер_(город)
PSV_Eindhoven	PSV_Eindhoven	ПСВ_(футбольный_клуб)
Maule_Region	Región_del_Maule	Мауле_(область)
Girl_House	Girlhouse_–_Töte,_was_du_nicht_kriegen_kannst	
	Ganzheitlichkeit	
Priabonian	Priabonium	
Violin	Violine	Скрипка
Temple_in_Jerusalem	Jerusalemer_Tempel	Иерусалимский_храм
George_Washington_Wright	George_Washington_Wright	
Estates_of_Württemberg	Württembergische_Landstände	
Prince_Adolphus,_Duke_of_Cambridge	Adolphus_Frederick,_1._Duke_of_Cambridge	Адольф_Фредерик,_герцог_Кембриджский
Bant's_Carn	Bant’s_Carn	
Double_bass	Kontrabass	Контрабас
Singing	Gesang	Пение
Oleg_Ogorodov	Oleg_Ogorodov	Огородов,_Олег
Madrid	Madrid	Мадрид
Council_of_Pisa	Konzil_von_Pisa	Пизанский_собор_(1409)
Timber_roof_truss	Dachstuhl	
Ronneburg,_Thuringia	Ronneburg_(Thüringen)	Роннебург_(Тюрингия)
Jane_Austen	Jane_Austen	Остин,_Джейн
Xiji_County	Xiji	Сицзи
Bavarian_Order_of_Merit	Bayerischer_Verdienstorden	Баварский_орден_«За_заслуги»
Bundesautobahn_6	Bundesautobahn_6	A6_(автомагистраль,_Германия)
Portmarnock	Portmarnock	Портмарнок
Jarkko_Nieminen	Jarkko_Nieminen	Ниеминен,_Яркко
Leipzig_Bay	Leipziger_Tieflandsbucht	
Heilongjiang	Heilongjiang	Хэйлунцзян
Route_nationale_15	Route_nationale_15	
	Kreis_Konitz	
Quartzite	Quarzit	Кварцит
Çanakkale_Dardanelspor	Dardanelspor	
Wedge-shaped_gallery_grave	Wedge_Tomb	
Prince_Edward_Island_Route_3	Prince_Edward_Island_Route_3	
Guadeloupe_Division_of_Honor	Division_d’Honneur_(Guadeloupe)	
Shrub	Strauch	Кустарник
Latin	Latein	Латинский_язык
Fossil	Fossil	Фоссилии
	DVBF	
Art_Nouveau	Jugendstil	Модерн
Russian_Soviet_Federative_Socialist_Republic	Russische_Sozialistische_Föderative_Sowjetrepublik	Российская_Советская_Федеративная_Социалистическая_Республика
List_of_state_leaders_in_497	Liste_der_Staatsoberhäupter_497	Список_глав_государств_в_497_году
	Landkreis_Altenburg	
Blues	Blues	Блюз
Buddy_Holly	Buddy_Holly	Холли,_Бадди
City_of_Brussels	Stadt_Brüssel	Брюссель
	Reichskloster_Klingenmünster	
University_of_Vienna	Universität_Wien	Венский_университет
Cittiglio	Cittiglio	Читтильо
Andrea_Sestini_Hlaváčková	Andrea_Sestini_Hlaváčková	Сестини_Главачкова,_Андреа
Postgraduate_education	Postgraduales_Studium	Послевузовское_профессиональное_образование
Forced_displacement	Vertreibung	Высылка_(наказание)
2009–10_Ligue_1	Ligue_1_2009/10	Чемпионат_Франции_по_футболу_2009/2010
Volksschule	Volksschule	
October_7	7._Oktober	7_октября
Leyerbach	Leyerbach	
Vestibule_(architecture)	Vestibül	Вестибюль
Network_switch	Switch_(Netzwerktechnik)	Сетевой_коммутатор
Neuwied_(district)	Landkreis_Neuwied	Нойвид_(район)
Nave	Kirchenschiff	Неф
Indian_Ocean	Indischer_Ozean	Индийский_океан
Regatta	Regatta	Регата
Intertidal_zone	Wattenmeer	
Concertmaster	Konzertmeister	Концертмейстер
North_Ossetian_Autonomous_Soviet_Socialist_Republic	Nordossetische_Autonome_Sozialistische_Sowjetrepublik	Северо-Осетинская_Автономная_Советская_Социалистическая_Республика
V-weapons	Vergeltungswaffe	Оружие_возмездия
Magali_Noël	Magali_Noël	Ноэль,_Магали
	Bolvinnus	
Turnhout	Turnhout	Тюрнхаут
Der_Geist_hilft_unser_Schwachheit_auf,_BWV_226	Der_Geist_hilft_unser_Schwachheit_auf	Der_Geist_hilft_unser_Schwachheit_auf
Direct-to-video	Direct-to-Video	Direct-to-video
Anner_Bylsma	Anner_Bylsma	Билсма,_Аннер
Princess_Augusta_Sophia_of_the_United_Kingdom	Augusta_Sophia_von_Großbritannien,_Irland_und_Hannover	Августа_София_Великобританская
Television_advertisement	Fernsehwerbung	Телевизионная_реклама
Piano	Klavier	Фортепиано
Libníč	Libníč	
Ice_hockey_at_the_1948_Winter_Olympics	Olympische_Winterspiele_1948/Eishockey	Хоккей_на_зимних_Олимпийских_играх_1948
Roudnice_nad_Labem	Roudnice_nad_Labem	Роуднице-над-Лабем
Supergroup_(music)	Supergroup	Супергруппа
Hans-Peter_Friedrich	Hans-Peter_Friedrich	Фридрих,_Ханс-Петер
Sara_Errani	Sara_Errani	Эррани,_Сара
Massachusetts	Massachusetts	Массачусетс
Süper_Lig	Süper_Lig	Чемпионат_Турции_по_футболу
	Friedrich_Grade	
Road_transport	Straßenverkehr	Безрельсовый_транспорт
San_Antonio_de_Padua	San_Antonio_de_Padua	
Washington_Redskins	Washington_Redskins	Вашингтон_Редскинз
Zeus	Zeus	Зевс
	Ortsgemeinde	
	Blaue_Flut	
Matteo_Contini	Matteo_Contini	
Radar_warning_receiver	Radarwarnanlage	Станция_предупреждения_об_облучении
World_Rowing_U23_Championships	U23-Weltmeisterschaften_im_Rudern	
	Georgentor_(Dresden)	
Ford_Elite	Ford_Elite	Ford_Elite
4013_Ogiria	(4013)_Ogiria	
	Johann_Romano_von_Ringe	
Anthology_film	Episodenfilm	Киноальманах
	Thaddäus_Reich	
	Rusendorf	
Domestic_worker	Dienstbote	Прислуга
Ramygala	Ramygala	Рамигала
The_Jungle_Book	Das_Dschungelbuch	Книга_джунглей
1878	1878	1878_год
TER_Nord-Pas-de-Calais	TER_Nord-Pas-de-Calais	
Leonardo_da_Vinci	Leonardo_da_Vinci	Леонардо_да_Винчи
Wola	Wola_(Warschau)	Воля_(Варшава)
Private_collection	Privatsammlung	
Villeneuve-d'Ascq	Villeneuve-d’Ascq	Вильнёв-д’Аск
Warriors_(novel_series)	Warrior_Cats	Коты-Воители
1947	1947	1947_год
Abitur	Abitur	
	Waaswitz	
Alpaca	Alpaka_(Kamel)	Альпака
Niederfinow	Niederfinow	Нидерфинов
	McArthur’s_Head	
	Schweinefabrik_von_Freirina	
	Rauminstallation	
Aconcagua	Aconcagua	Аконкагуа
Museum	Museum	Музей
Jurisprudence	Rechtswissenschaft	Юриспруденция
Agent_Steel	Agent_Steel	
Poľana	Poľana	Поляна_(горы)
Honorary_Prelate	Päpstliche_Ehrentitel	Почётный_прелат_Его_Святейшества
	Walther-Rathenau-Gymnasium	Гимназия_имени_Вальтера_Ратенау
	San_Antonio_de_Padua_(Begriffsklärung)	
Shuangbai_County	Shuangbai	
Südwestrundfunk	Südwestrundfunk	Südwestrundfunk
Investiture_Controversy	Investiturstreit	Борьба_за_инвеституру
Pacific_Blue_(TV_series)	Pacific_Blue_–_Die_Strandpolizei	
Tartu	Tartu	Тарту
Argentina_national_football_team	Argentinische_Fußballnationalmannschaft	Сборная_Аргентины_по_футболу
	Ferienhaus	
	Leinawald	
Vergiate	Vergiate	Верджате
RC_Celta_de_Vigo	Celta_Vigo	Сельта
United_States_Naval_Research_Laboratory	United_States_Naval_Research_Laboratory	
	Möckl	
Emeritus	Emeritierung	Эмерит
U2_(Vienna_U-Bahn)	U-Bahn-Linie_2_(Wien)	
Palestine_(region)	Palästina_(Region)	Палестина
Proctor,_Vermont	Proctor_(Vermont)	
Karl_Robert_Pusta	Kaarel_Robert_Pusta	
2014–15_Serie_A	Serie_A_2014/15	Чемпионат_Италии_по_футболу_2014/2015
Regions_of_France	Region_(Frankreich)	Регионы_Франции
Avangardnoye	Awangardnoje	Авангардное
	Altstadt_(Pirna)	
Ingelfingen	Ingelfingen	Ингельфинген
August_9	9._August	9_августа
Caterpillar	Raupe_(Schmetterling)	Гусеница
	Empfängerdynamik	
San_Pedro_de_la_Paz	San_Pedro_de_la_Paz	Сан-Педро-де-ла-Пас
Biržai	Biržai	Биржай
University_of_Fribourg	Universität_Freiburg_(Schweiz)	Фрибурский_университет
	Elisabeth_von_Oertzen	
2003_ICF_Canoe_Slalom_World_Championships	Kanuslalom-Weltmeisterschaften_2003	
Hunchun	Hunchun	Хуньчунь
Heidelberg	Heidelberg	Гейдельберг
Pope_Gregory_XII	Gregor_XII.	Григорий_XII
Intermodal_container	ISO-Container	ISO-контейнер
Pontifical_Greek_College_of_Saint_Athanasius	Päpstliches_Griechisches_Kolleg_vom_Hl._Athanasius	Папская_греческая_коллегия_святого_Афанасия
Tbilisi	Tiflis	Тбилиси
	Auguste_von_Prillwitz	
Royal_BAM_Group	Royal_BAM_Group	
Oberhavel	Landkreis_Oberhavel	Верхний_Хафель_(район)
Cardiology	Kardiologie	Кардиология
2008_US_Open_(tennis)	US_Open_2008	Открытый_чемпионат_США_по_теннису_2008
	Ronneburger_Acker-_und_Bergbaugebiet	
Nazi_seizure_of_power	Machtergreifung	Приход_национал-социалистов_к_власти_в_Германии
1352	1352	1352_год
Matura	Matura	
Valent_Sinković	Valent_Sinković	Синкович,_Валент
Schwaz	Schwaz	Швац
	Landgericht_Köln	
Nippur	Nippur	Ниппур
Rosario,_Uruguay	Rosario_(Uruguay)	Росарио_(Уругвай)
	Liste_der_Tiefbaugruben_im_Meuselwitz-Altenburger_Braunkohlerevier	
	Moritz_Kaiserfeld_von_Blagatinschegg	
	Wave_Race	
Staten_Island_Railway	Staten_Island_Railway	Железная_дорога_Статен-Айленда
Günter_Pichler	Günter_Pichler	
Chile_national_football_team	Chilenische_Fußballnationalmannschaft	Сборная_Чили_по_футболу
Royal_Academies_for_Science_and_the_Arts_of_Belgium	The_Royal_Academies_for_Science_and_the_Arts_of_Belgium	Королевская_академия_наук_и_искусств_Бельгии
Timpani	Pauke	Литавры
STX_Entertainment	STX_Entertainment	STX_Entertainment
Le_Temps_(Paris)	Le_Temps_(Frankreich)	
Runway_(fashion)	Laufsteg	Подиум_(мода)
Edward_VII	Eduard_VII.	Эдуард_VII
Woldemar_von_Biedermann	Woldemar_von_Biedermann	Бидерман,_Густав_Вольдемар
